plan_id,role,requirement_id,field,genai_value,python_value,result,validation_status
21,Software Engineer,-,contradiction,"Task 'Study NEX-SEC-001-AI-R002' may violate mandatory rule: Employees must use individual accounts and must not share passwords, tokens, or authentication devices.",consistent policy required,Mismatch,Contradiction Detected
21,Software Engineer,-,contradiction,Task 'Study NEXORA-4-R001' may violate mandatory rule: Employees must use individual passwords and must not share them.,consistent policy required,Mismatch,Contradiction Detected
21,Software Engineer,-,contradiction,Task 'Study NEX-HBK-001-AI-R007' may violate mandatory rule: Employees must not install unapproved software on company devices.,consistent policy required,Mismatch,Contradiction Detected
18,Software Engineer,REQ-001,mandatory_coverage,Covered,Required,Match,Verified
18,Software Engineer,REQ-002,mandatory_coverage,Covered,Required,Match,Verified
18,Software Engineer,REQ-008,mandatory_coverage,Covered,Required,Match,Verified
18,Software Engineer,REQ-009,mandatory_coverage,Covered,Required,Match,Verified
18,Software Engineer,REQ-010,mandatory_coverage,Covered,Required,Match,Verified
18,Software Engineer,{'REQ-008'},role_relevance,All Roles,Software Engineer,Mismatch,Manual Review Required
18,Software Engineer,{'REQ-009'},role_relevance,All Roles,Software Engineer,Mismatch,Manual Review Required
18,Software Engineer,{'REQ-010'},role_relevance,All Roles,Software Engineer,Mismatch,Manual Review Required
19,Software Engineer,NEX-ENG-SOP-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,REQ-001,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,REQ-002,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,REQ-008,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,REQ-009,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,REQ-010,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-HBK-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-HBK-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-HBK-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-HBK-001-AI-R004,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-HBK-001-AI-R005,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-HBK-001-AI-R006,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-HBK-001-AI-R007,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-HBK-001-AI-R008,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-HBK-001-AI-R009,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-HBK-001-AI-R010,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-HBK-001-AI-R011,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-HBK-001-AI-R012,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-HBK-001-AI-R013,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-HBK-001-AI-R014,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-HBK-001-AI-R016,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-HBK-001-AI-R018,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-HR-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-LEAVE-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-SEC-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-SEC-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-CON-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-PRIV-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-PRIV-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-PRIV-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-ENG-SOP-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-ENG-SOP-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-ENG-SOP-001-AI-R004,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-ENG-SOP-001-AI-R005,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-FIN-SOP-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-FIN-SOP-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-FIN-SOP-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-FIN-SOP-001-AI-R004,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-ROLE-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-ROLE-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-ROLE-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-ROLE-001-AI-R004,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-ROLE-001-AI-R005,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-ROLE-001-AI-R006,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-FAQ-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-FAQ-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-FAQ-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-FAQ-001-AI-R004,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-FAQ-001-AI-R005,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-FAQ-001-AI-R006,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-FAQ-001-AI-R007,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-FAQ-001-AI-R008,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-PROC-002-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-PROC-003-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-PROC-003-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-COMP-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-ESC-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-FAQ-002-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-PROC-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-PROC-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-PROC-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-PROC-001-AI-R004,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-PROC-001-AI-R005,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-PROC-001-AI-R006,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-PROC-001-AI-R007,mandatory_coverage,Covered,Required,Match,Verified
19,Software Engineer,NEX-HBK-001-AI-R015,optional_coverage,Covered,Optional,Match,Verified
19,Software Engineer,NEX-HBK-001-AI-R017,optional_coverage,Covered,Optional,Match,Verified
19,Software Engineer,NEX-HBK-001-AI-R019,optional_coverage,Covered,Optional,Match,Verified
19,Software Engineer,-,contradiction,Task 'Study NEX-HBK-001-AI-R008' may violate mandatory rule: Employees must not share credentials.,consistent policy required,Mismatch,Contradiction Detected
19,Software Engineer,-,contradiction,Task 'Study NEX-HBK-001-AI-R009' may violate mandatory rule: Employees must not disable security controls.,consistent policy required,Mismatch,Contradiction Detected
19,Software Engineer,-,contradiction,Task 'Study NEX-HBK-001-AI-R010' may violate mandatory rule: Employees must not upload confidential information to personal drives or unapproved AI services.,consistent policy required,Mismatch,Contradiction Detected
19,Software Engineer,-,contradiction,"Task 'Study NEX-SEC-001-AI-R002' may violate mandatory rule: Employees must use individual accounts and must not share passwords, tokens, or authentication devices.",consistent policy required,Mismatch,Contradiction Detected
19,Software Engineer,-,contradiction,Task 'Study NEX-HBK-001-AI-R007' may violate mandatory rule: Employees must not install unapproved software on company devices.,consistent policy required,Mismatch,Contradiction Detected
19,Software Engineer,-,contradiction,Task 'Study NEX-PROC-003-AI-R002' may violate mandatory rule: People Operations must notify the manager and required control owners of the approved separation.,consistent policy required,Mismatch,Contradiction Detected
20,Software Engineer,NEX-ENG-SOP-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,REQ-001,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,REQ-002,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,REQ-008,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,REQ-009,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,REQ-010,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-HBK-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-HBK-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-HBK-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-HBK-001-AI-R004,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-HBK-001-AI-R005,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-HBK-001-AI-R006,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-HBK-001-AI-R007,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-HBK-001-AI-R008,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-HBK-001-AI-R009,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-HBK-001-AI-R010,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-HBK-001-AI-R011,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-HBK-001-AI-R012,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-HBK-001-AI-R013,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-HBK-001-AI-R014,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-HBK-001-AI-R016,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-HBK-001-AI-R018,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-HR-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-LEAVE-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-SEC-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-SEC-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-CON-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-PRIV-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-PRIV-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-PRIV-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-ENG-SOP-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-ENG-SOP-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-ENG-SOP-001-AI-R004,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-ENG-SOP-001-AI-R005,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-FIN-SOP-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-FIN-SOP-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-FIN-SOP-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-FIN-SOP-001-AI-R004,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-ROLE-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-ROLE-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-ROLE-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-ROLE-001-AI-R004,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-ROLE-001-AI-R005,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-ROLE-001-AI-R006,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-FAQ-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-FAQ-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-FAQ-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-FAQ-001-AI-R004,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-FAQ-001-AI-R005,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-FAQ-001-AI-R006,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-FAQ-001-AI-R007,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-FAQ-001-AI-R008,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-PROC-002-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-PROC-003-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-PROC-003-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-COMP-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-ESC-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-FAQ-002-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-PROC-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-PROC-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-PROC-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-PROC-001-AI-R004,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-PROC-001-AI-R005,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-PROC-001-AI-R006,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-PROC-001-AI-R007,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEXORA-R001,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEXORA-R002,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEXORA-R003,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEXORA-R004,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEXORA-R005,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEXORA-R006,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEXORA-R025,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEXORA-2-R008,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEXORA-3-R001,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEXORA-4-R001,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEXORA-R026,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEXORA-2-R001,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEXORA-2-R009,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEXORA-3-R002,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEXORA-4-R002,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEXORA-2-R010,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEXORA-4-R003,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEXORA-R021,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEXORA-4-R004,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEXORA-R022,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEXORA-R023,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEXORA-2-R002,mandatory_coverage,Covered,Required,Match,Verified
20,Software Engineer,NEX-HBK-001-AI-R015,optional_coverage,Covered,Optional,Match,Verified
20,Software Engineer,NEX-HBK-001-AI-R017,optional_coverage,Covered,Optional,Match,Verified
20,Software Engineer,NEX-HBK-001-AI-R019,optional_coverage,Covered,Optional,Match,Verified
20,Software Engineer,NEXORA-R024,optional_coverage,Covered,Optional,Match,Verified
20,Software Engineer,NEXORA-R028,optional_coverage,Covered,Optional,Match,Verified
20,Software Engineer,NEXORA-3-R003,optional_coverage,Covered,Optional,Match,Verified
22,HR Executive,NEX-ENG-SOP-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,REQ-005,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,REQ-008,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,REQ-009,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,REQ-010,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-HBK-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-HBK-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-HBK-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-HBK-001-AI-R004,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-HBK-001-AI-R005,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-HBK-001-AI-R006,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-HBK-001-AI-R007,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-HBK-001-AI-R008,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-HBK-001-AI-R009,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-HBK-001-AI-R010,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-HBK-001-AI-R011,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-HBK-001-AI-R012,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-HBK-001-AI-R013,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-HBK-001-AI-R014,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-HBK-001-AI-R016,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-HBK-001-AI-R018,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-HR-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-LEAVE-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-SEC-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-SEC-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-CON-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-PRIV-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-PRIV-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-PRIV-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-ENG-SOP-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-ENG-SOP-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-ENG-SOP-001-AI-R004,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-ENG-SOP-001-AI-R005,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-FIN-SOP-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-FIN-SOP-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-FIN-SOP-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-FIN-SOP-001-AI-R004,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-ROLE-005-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-ROLE-005-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-ROLE-005-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-ROLE-005-AI-R004,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-ROLE-005-AI-R005,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-ROLE-005-AI-R006,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-ROLE-005-AI-R007,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-ROLE-005-AI-R008,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-ROLE-005-AI-R009,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-ROLE-005-AI-R010,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-ROLE-005-AI-R011,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-ROLE-005-AI-R012,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-FAQ-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-FAQ-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-FAQ-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-FAQ-001-AI-R004,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-FAQ-001-AI-R005,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-FAQ-001-AI-R006,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-FAQ-001-AI-R007,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-FAQ-001-AI-R008,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-PROC-002-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-PROC-003-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-PROC-003-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-COMP-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-ESC-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-FAQ-002-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-PROC-001-AI-R001,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-PROC-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-PROC-001-AI-R003,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-PROC-001-AI-R004,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-PROC-001-AI-R005,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-PROC-001-AI-R006,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-PROC-001-AI-R007,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEXORA-R001,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEXORA-R002,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEXORA-R003,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEXORA-R004,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEXORA-R005,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEXORA-R006,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEXORA-R015,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEXORA-R025,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEXORA-2-R008,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEXORA-3-R001,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEXORA-4-R001,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEXORA-R026,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEXORA-2-R001,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEXORA-2-R005,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEXORA-2-R009,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEXORA-3-R002,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEXORA-4-R002,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEXORA-2-R010,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEXORA-4-R003,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEXORA-R021,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEXORA-4-R004,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEXORA-R022,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEXORA-R023,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEXORA-2-R002,mandatory_coverage,Covered,Required,Match,Verified
22,HR Executive,NEX-HBK-001-AI-R015,optional_coverage,Covered,Optional,Match,Verified
22,HR Executive,NEX-HBK-001-AI-R017,optional_coverage,Covered,Optional,Match,Verified
22,HR Executive,NEX-HBK-001-AI-R019,optional_coverage,Covered,Optional,Match,Verified
22,HR Executive,NEXORA-R024,optional_coverage,Covered,Optional,Match,Verified
22,HR Executive,NEXORA-R028,optional_coverage,Covered,Optional,Match,Verified
22,HR Executive,NEXORA-3-R003,optional_coverage,Covered,Optional,Match,Verified
22,HR Executive,-,contradiction,Task 'Study NEX-HBK-001-AI-R008' may violate mandatory rule: Employees must not share credentials.,consistent policy required,Mismatch,Contradiction Detected
22,HR Executive,-,contradiction,Task 'Study NEX-HBK-001-AI-R009' may violate mandatory rule: Employees must not disable security controls.,consistent policy required,Mismatch,Contradiction Detected
22,HR Executive,-,contradiction,Task 'Study NEX-HBK-001-AI-R010' may violate mandatory rule: Employees must not upload confidential information to personal drives or unapproved AI services.,consistent policy required,Mismatch,Contradiction Detected
22,HR Executive,-,contradiction,"Task 'Study NEX-SEC-001-AI-R002' may violate mandatory rule: Employees must use individual accounts and must not share passwords, tokens, or authentication devices.",consistent policy required,Mismatch,Contradiction Detected
22,HR Executive,-,contradiction,Task 'Study NEXORA-4-R001' may violate mandatory rule: Employees must use individual passwords and must not share them.,consistent policy required,Mismatch,Contradiction Detected
22,HR Executive,-,contradiction,Task 'Study NEX-HBK-001-AI-R007' may violate mandatory rule: Employees must not install unapproved software on company devices.,consistent policy required,Mismatch,Contradiction Detected
23,Software Engineer,NEX-ENG-SOP-001-AI-R002,mandatory_coverage,Covered,Required,Match,Verified
23,Software Engineer,REQ-001,mandatory_coverage,Covered,Required,Match,Verified
23,Software Engineer,REQ-002,mandatory_coverage,Covered,Required,Match,Verified
23,Software Engineer,REQ-008,mandatory_coverage,Covered,Required,Match,Verified
